Stazione,Inquinante,Data,Ora,Valore,Unità di misura
Piana Rotaliana,PM10,2024-09-01,24,19,µg/mc
Piana Rotaliana,PM10,2024-09-02,1,18,µg/mc
Piana Rotaliana,PM10,2024-09-02,2,18,µg/mc
Piana Rotaliana,PM10,2024-09-02,3,17,µg/mc
Piana Rotaliana,PM10,2024-09-02,4,16,µg/mc
Piana Rotaliana,PM10,2024-09-02,5,16,µg/mc
Piana Rotaliana,PM10,2024-09-02,6,16,µg/mc
Piana Rotaliana,PM10,2024-09-02,7,16,µg/mc
Piana Rotaliana,PM10,2024-09-02,8,15,µg/mc
Piana Rotaliana,PM10,2024-09-02,9,13,µg/mc
Piana Rotaliana,PM10,2024-09-02,10,12,µg/mc
Piana Rotaliana,PM10,2024-09-02,11,14,µg/mc
Piana Rotaliana,PM10,2024-09-02,12,14,µg/mc
Piana Rotaliana,PM10,2024-09-02,13,14,µg/mc
Piana Rotaliana,PM10,2024-09-02,14,18,µg/mc
Piana Rotaliana,PM10,2024-09-02,15,20,µg/mc
Piana Rotaliana,PM10,2024-09-02,16,20,µg/mc
Piana Rotaliana,PM10,2024-09-02,17,18,µg/mc
Piana Rotaliana,PM10,2024-09-02,18,17,µg/mc
Piana Rotaliana,PM10,2024-09-02,19,15,µg/mc
Piana Rotaliana,PM10,2024-09-02,20,15,µg/mc
Piana Rotaliana,PM10,2024-09-02,21,16,µg/mc
Piana Rotaliana,PM10,2024-09-02,22,15,µg/mc
Piana Rotaliana,PM10,2024-09-02,23,15,µg/mc
Piana Rotaliana,PM10,2024-09-02,24,17,µg/mc
Piana Rotaliana,PM10,2024-09-03,1,19,µg/mc
Piana Rotaliana,PM10,2024-09-03,2,19,µg/mc
Piana Rotaliana,PM10,2024-09-03,3,18,µg/mc
Piana Rotaliana,PM10,2024-09-03,4,17,µg/mc
Piana Rotaliana,PM10,2024-09-03,5,16,µg/mc
Piana Rotaliana,PM10,2024-09-03,6,16,µg/mc
Piana Rotaliana,PM10,2024-09-03,7,16,µg/mc
Piana Rotaliana,PM10,2024-09-03,8,13,µg/mc
Piana Rotaliana,PM10,2024-09-03,9,12,µg/mc
Piana Rotaliana,PM10,2024-09-03,10,11,µg/mc
Piana Rotaliana,PM10,2024-09-03,11,13,µg/mc
Piana Rotaliana,PM10,2024-09-03,12,13,µg/mc
Piana Rotaliana,PM10,2024-09-03,13,14,µg/mc
Piana Rotaliana,PM10,2024-09-03,14,18,µg/mc
Piana Rotaliana,PM10,2024-09-03,15,20,µg/mc
Piana Rotaliana,PM10,2024-09-03,16,19,µg/mc
Piana Rotaliana,PM10,2024-09-03,17,19,µg/mc
Piana Rotaliana,PM10,2024-09-03,18,20,µg/mc
Piana Rotaliana,PM10,2024-09-03,19,21,µg/mc
Piana Rotaliana,PM10,2024-09-03,20,19,µg/mc
Piana Rotaliana,PM10,2024-09-03,21,17,µg/mc
Piana Rotaliana,PM10,2024-09-03,22,16,µg/mc
Piana Rotaliana,PM10,2024-09-03,23,19,µg/mc
Piana Rotaliana,PM10,2024-09-03,24,21,µg/mc
Piana Rotaliana,PM10,2024-09-04,1,25,µg/mc
Piana Rotaliana,PM10,2024-09-04,2,22,µg/mc
Piana Rotaliana,PM10,2024-09-04,3,20,µg/mc
Piana Rotaliana,PM10,2024-09-04,4,21,µg/mc
Piana Rotaliana,PM10,2024-09-04,5,22,µg/mc
Piana Rotaliana,PM10,2024-09-04,6,21,µg/mc
Piana Rotaliana,PM10,2024-09-04,7,22,µg/mc
Piana Rotaliana,PM10,2024-09-04,8,18,µg/mc
Piana Rotaliana,PM10,2024-09-04,9,21,µg/mc
Piana Rotaliana,PM10,2024-09-04,10,18,µg/mc
Piana Rotaliana,PM10,2024-09-04,11,19,µg/mc
Piana Rotaliana,PM10,2024-09-04,12,19,µg/mc
Piana Rotaliana,PM10,2024-09-04,13,20,µg/mc
Piana Rotaliana,PM10,2024-09-04,14,23,µg/mc
Piana Rotaliana,PM10,2024-09-04,15,22,µg/mc
Piana Rotaliana,PM10,2024-09-04,16,20,µg/mc
Piana Rotaliana,PM10,2024-09-04,17,21,µg/mc
Piana Rotaliana,PM10,2024-09-04,18,20,µg/mc
Piana Rotaliana,PM10,2024-09-04,19,18,µg/mc
Piana Rotaliana,PM10,2024-09-04,20,17,µg/mc
Piana Rotaliana,PM10,2024-09-04,21,15,µg/mc
Piana Rotaliana,PM10,2024-09-04,22,16,µg/mc
Piana Rotaliana,PM10,2024-09-04,23,19,µg/mc
Piana Rotaliana,PM10,2024-09-04,24,18,µg/mc
Piana Rotaliana,PM10,2024-09-05,1,28,µg/mc
Piana Rotaliana,PM10,2024-09-05,2,15,µg/mc
Piana Rotaliana,PM10,2024-09-05,3,15,µg/mc
Piana Rotaliana,PM10,2024-09-05,4,15,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,1,7,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,2,8,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,3,8,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,4,8,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,5,8,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,6,13,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,7,9,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,8,11,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,9,9,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,10,5,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,11,5,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,12,5,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,13,3,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,14,3,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,15,3,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,16,5,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,17,5,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,18,9,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,19,13,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,20,15,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,21,11,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,22,9,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,23,7,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-01,24,5,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,1,10,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,2,9,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,3,8,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,4,7,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,5,7,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,6,8,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,7,13,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,8,10,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,9,10,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,10,11,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,11,10,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,12,10,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,13,8,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,14,8,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,16,6,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,17,10,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,18,16,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,19,22,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,20,13,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,21,10,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,22,10,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,23,10,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-03,24,7,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,1,5,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,2,5,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,3,5,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,4,4,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,5,4,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,6,7,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,7,8,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,8,8,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,9,8,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,10,11,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,11,14,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,12,20,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,13,21,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,14,21,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,15,10,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,16,4,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,17,4,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,18,11,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,19,17,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,20,22,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,21,22,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,22,15,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,23,17,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-04,24,14,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,1,7,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,2,6,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,3,6,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,4,5,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,5,5,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,6,6,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,7,11,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,8,18,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,9,10,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,10,23,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,11,22,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,12,18,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,13,17,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,14,18,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,15,15,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,16,14,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,17,23,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,18,15,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,19,18,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,20,21,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,21,25,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,22,20,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,23,18,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-05,24,15,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-06,1,10,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-06,2,10,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-06,3,8,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-06,4,10,µg/mc
Piana Rotaliana,Biossido di Azoto,2024-09-06,5,10,µg/mc
Piana Rotaliana,Ozono,2024-09-01,1,110,µg/mc
Piana Rotaliana,Ozono,2024-09-01,2,102,µg/mc
Piana Rotaliana,Ozono,2024-09-01,3,98,µg/mc
Piana Rotaliana,Ozono,2024-09-01,4,92,µg/mc
Piana Rotaliana,Ozono,2024-09-01,5,87,µg/mc
Piana Rotaliana,Ozono,2024-09-01,6,74,µg/mc
Piana Rotaliana,Ozono,2024-09-01,7,72,µg/mc
Piana Rotaliana,Ozono,2024-09-01,8,64,µg/mc
Piana Rotaliana,Ozono,2024-09-01,9,65,µg/mc
Piana Rotaliana,Ozono,2024-09-01,10,72,µg/mc
Piana Rotaliana,Ozono,2024-09-01,11,78,µg/mc
Piana Rotaliana,Ozono,2024-09-01,12,88,µg/mc
Piana Rotaliana,Ozono,2024-09-01,13,98,µg/mc
Piana Rotaliana,Ozono,2024-09-01,14,105,µg/mc
Piana Rotaliana,Ozono,2024-09-01,15,111,µg/mc
Piana Rotaliana,Ozono,2024-09-01,16,121,µg/mc
Piana Rotaliana,Ozono,2024-09-01,17,113,µg/mc
Piana Rotaliana,Ozono,2024-09-01,18,105,µg/mc
Piana Rotaliana,Ozono,2024-09-01,19,85,µg/mc
Piana Rotaliana,Ozono,2024-09-01,20,69,µg/mc
Piana Rotaliana,Ozono,2024-09-01,21,71,µg/mc
Piana Rotaliana,Ozono,2024-09-01,22,59,µg/mc
Piana Rotaliana,Ozono,2024-09-01,23,61,µg/mc
Piana Rotaliana,Ozono,2024-09-01,24,69,µg/mc
Piana Rotaliana,Ozono,2024-09-02,1,60,µg/mc
Piana Rotaliana,Ozono,2024-09-02,2,55,µg/mc
Piana Rotaliana,Ozono,2024-09-02,3,65,µg/mc
Piana Rotaliana,Ozono,2024-09-02,4,59,µg/mc
Piana Rotaliana,Ozono,2024-09-02,5,55,µg/mc
Piana Rotaliana,Ozono,2024-09-02,6,52,µg/mc
Piana Rotaliana,Ozono,2024-09-02,7,46,µg/mc
Piana Rotaliana,Ozono,2024-09-02,8,47,µg/mc
Piana Rotaliana,Ozono,2024-09-02,9,57,µg/mc
Piana Rotaliana,Ozono,2024-09-02,10,60,µg/mc
Piana Rotaliana,Ozono,2024-09-02,11,69,µg/mc
Piana Rotaliana,Ozono,2024-09-02,12,89,µg/mc
Piana Rotaliana,Ozono,2024-09-02,13,105,µg/mc
Piana Rotaliana,Ozono,2024-09-02,14,116,µg/mc
Piana Rotaliana,Ozono,2024-09-02,15,124,µg/mc
Piana Rotaliana,Ozono,2024-09-02,16,122,µg/mc
Piana Rotaliana,Ozono,2024-09-02,17,119,µg/mc
Piana Rotaliana,Ozono,2024-09-02,18,113,µg/mc
Piana Rotaliana,Ozono,2024-09-02,19,96,µg/mc
Piana Rotaliana,Ozono,2024-09-02,20,78,µg/mc
Piana Rotaliana,Ozono,2024-09-02,21,64,µg/mc
Piana Rotaliana,Ozono,2024-09-02,22,50,µg/mc
Piana Rotaliana,Ozono,2024-09-02,23,40,µg/mc
Piana Rotaliana,Ozono,2024-09-02,24,51,µg/mc
Piana Rotaliana,Ozono,2024-09-03,1,47,µg/mc
Piana Rotaliana,Ozono,2024-09-03,2,33,µg/mc
Piana Rotaliana,Ozono,2024-09-03,3,32,µg/mc
Piana Rotaliana,Ozono,2024-09-03,4,42,µg/mc
Piana Rotaliana,Ozono,2024-09-03,5,49,µg/mc
Piana Rotaliana,Ozono,2024-09-03,6,43,µg/mc
Piana Rotaliana,Ozono,2024-09-03,7,26,µg/mc
Piana Rotaliana,Ozono,2024-09-03,8,48,µg/mc
Piana Rotaliana,Ozono,2024-09-03,9,58,µg/mc
Piana Rotaliana,Ozono,2024-09-03,10,64,µg/mc
Piana Rotaliana,Ozono,2024-09-03,11,73,µg/mc
Piana Rotaliana,Ozono,2024-09-03,12,88,µg/mc
Piana Rotaliana,Ozono,2024-09-03,13,111,µg/mc
Piana Rotaliana,Ozono,2024-09-03,14,124,µg/mc
Piana Rotaliana,Ozono,2024-09-03,15,123,µg/mc
Piana Rotaliana,Ozono,2024-09-03,16,114,µg/mc
Piana Rotaliana,Ozono,2024-09-03,17,106,µg/mc
Piana Rotaliana,Ozono,2024-09-03,18,87,µg/mc
Piana Rotaliana,Ozono,2024-09-03,19,57,µg/mc
Piana Rotaliana,Ozono,2024-09-03,20,53,µg/mc
Piana Rotaliana,Ozono,2024-09-03,21,41,µg/mc
Piana Rotaliana,Ozono,2024-09-03,22,35,µg/mc
Piana Rotaliana,Ozono,2024-09-03,23,34,µg/mc
Piana Rotaliana,Ozono,2024-09-03,24,48,µg/mc
Piana Rotaliana,Ozono,2024-09-04,1,51,µg/mc
Piana Rotaliana,Ozono,2024-09-04,2,45,µg/mc
Piana Rotaliana,Ozono,2024-09-04,3,30,µg/mc
Piana Rotaliana,Ozono,2024-09-04,4,35,µg/mc
Piana Rotaliana,Ozono,2024-09-04,5,42,µg/mc
Piana Rotaliana,Ozono,2024-09-04,6,40,µg/mc
Piana Rotaliana,Ozono,2024-09-04,7,34,µg/mc
Piana Rotaliana,Ozono,2024-09-04,8,40,µg/mc
Piana Rotaliana,Ozono,2024-09-04,9,45,µg/mc
Piana Rotaliana,Ozono,2024-09-04,10,45,µg/mc
Piana Rotaliana,Ozono,2024-09-04,11,38,µg/mc
Piana Rotaliana,Ozono,2024-09-04,12,32,µg/mc
Piana Rotaliana,Ozono,2024-09-04,13,40,µg/mc
Piana Rotaliana,Ozono,2024-09-04,14,43,µg/mc
Piana Rotaliana,Ozono,2024-09-04,15,69,µg/mc
Piana Rotaliana,Ozono,2024-09-04,16,99,µg/mc
Piana Rotaliana,Ozono,2024-09-04,17,101,µg/mc
Piana Rotaliana,Ozono,2024-09-04,18,81,µg/mc
Piana Rotaliana,Ozono,2024-09-04,19,68,µg/mc
Piana Rotaliana,Ozono,2024-09-04,20,47,µg/mc
Piana Rotaliana,Ozono,2024-09-04,21,28,µg/mc
Piana Rotaliana,Ozono,2024-09-04,22,15,µg/mc
Piana Rotaliana,Ozono,2024-09-04,23,16,µg/mc
Piana Rotaliana,Ozono,2024-09-04,24,19,µg/mc
Piana Rotaliana,Ozono,2024-09-05,1,30,µg/mc
Piana Rotaliana,Ozono,2024-09-05,2,31,µg/mc
Piana Rotaliana,Ozono,2024-09-05,3,27,µg/mc
Piana Rotaliana,Ozono,2024-09-05,4,33,µg/mc
Rovereto,PM10,2024-09-01,1,18,µg/mc
Rovereto,PM10,2024-09-01,2,9,µg/mc
Rovereto,PM10,2024-09-01,3,8,µg/mc
Rovereto,PM10,2024-09-01,4,7,µg/mc
Rovereto,PM10,2024-09-01,5,6,µg/mc
Rovereto,PM10,2024-09-01,6,6,µg/mc
Rovereto,PM10,2024-09-01,7,4,µg/mc
Rovereto,PM10,2024-09-01,8,5,µg/mc
Rovereto,PM10,2024-09-01,9,6,µg/mc
Rovereto,PM10,2024-09-01,10,3,µg/mc
Rovereto,PM10,2024-09-01,11,2,µg/mc
Rovereto,PM10,2024-09-01,12,4,µg/mc
Rovereto,PM10,2024-09-01,13,10,µg/mc
Rovereto,PM10,2024-09-01,14,16,µg/mc
Rovereto,PM10,2024-09-01,15,34,µg/mc
Rovereto,PM10,2024-09-01,16,40,µg/mc
Rovereto,PM10,2024-09-01,17,34,µg/mc
Rovereto,PM10,2024-09-01,18,35,µg/mc
Rovereto,PM10,2024-09-01,19,45,µg/mc
Rovereto,PM10,2024-09-01,20,39,µg/mc
Rovereto,PM10,2024-09-01,21,25,µg/mc
Rovereto,PM10,2024-09-01,22,16,µg/mc
Rovereto,PM10,2024-09-01,23,12,µg/mc
Rovereto,PM10,2024-09-01,24,13,µg/mc
Rovereto,PM10,2024-09-02,1,15,µg/mc
Rovereto,PM10,2024-09-02,2,16,µg/mc
Rovereto,PM10,2024-09-02,3,12,µg/mc
Rovereto,PM10,2024-09-02,4,14,µg/mc
Rovereto,PM10,2024-09-02,5,10,µg/mc
Rovereto,PM10,2024-09-02,6,6,µg/mc
Rovereto,PM10,2024-09-02,7,6,µg/mc
Rovereto,PM10,2024-09-02,8,7,µg/mc
Rovereto,PM10,2024-09-02,9,5,µg/mc
Rovereto,PM10,2024-09-02,10,2,µg/mc
Rovereto,PM10,2024-09-02,11,2,µg/mc
Rovereto,PM10,2024-09-02,12,2,µg/mc
Rovereto,PM10,2024-09-02,13,5,µg/mc
Rovereto,PM10,2024-09-02,14,13,µg/mc
Rovereto,PM10,2024-09-02,15,17,µg/mc
Rovereto,PM10,2024-09-02,16,19,µg/mc
Rovereto,PM10,2024-09-02,17,11,µg/mc
Rovereto,PM10,2024-09-02,18,14,µg/mc
Rovereto,PM10,2024-09-02,19,22,µg/mc
Rovereto,PM10,2024-09-02,20,25,µg/mc
Rovereto,PM10,2024-09-02,21,25,µg/mc
Rovereto,PM10,2024-09-02,22,28,µg/mc
Rovereto,PM10,2024-09-02,23,27,µg/mc
Rovereto,PM10,2024-09-02,24,26,µg/mc
Rovereto,PM10,2024-09-03,1,26,µg/mc
Rovereto,PM10,2024-09-03,2,25,µg/mc
Rovereto,PM10,2024-09-03,3,17,µg/mc
Rovereto,PM10,2024-09-03,4,15,µg/mc
Rovereto,PM10,2024-09-03,5,13,µg/mc
Rovereto,PM10,2024-09-03,6,16,µg/mc
Rovereto,PM10,2024-09-03,7,18,µg/mc
Rovereto,PM10,2024-09-03,8,16,µg/mc
Rovereto,PM10,2024-09-03,9,11,µg/mc
Rovereto,PM10,2024-09-03,10,11,µg/mc
Rovereto,PM10,2024-09-03,11,9,µg/mc
Rovereto,PM10,2024-09-03,12,12,µg/mc
Rovereto,PM10,2024-09-03,13,18,µg/mc
Rovereto,PM10,2024-09-03,14,18,µg/mc
Rovereto,PM10,2024-09-03,15,17,µg/mc
Rovereto,PM10,2024-09-03,16,19,µg/mc
Rovereto,PM10,2024-09-03,17,21,µg/mc
Rovereto,PM10,2024-09-03,18,24,µg/mc
Rovereto,PM10,2024-09-03,19,23,µg/mc
Rovereto,PM10,2024-09-03,20,23,µg/mc
Rovereto,PM10,2024-09-03,21,19,µg/mc
Rovereto,PM10,2024-09-03,22,17,µg/mc
Rovereto,PM10,2024-09-03,23,15,µg/mc
Rovereto,PM10,2024-09-03,24,18,µg/mc
Rovereto,PM10,2024-09-04,1,20,µg/mc
Rovereto,PM10,2024-09-04,2,20,µg/mc
Rovereto,PM10,2024-09-04,3,13,µg/mc
Rovereto,PM10,2024-09-04,4,9,µg/mc
Rovereto,PM10,2024-09-04,5,9,µg/mc
Rovereto,PM10,2024-09-04,6,8,µg/mc
Rovereto,PM10,2024-09-04,7,12,µg/mc
Rovereto,PM10,2024-09-04,8,12,µg/mc
Rovereto,PM10,2024-09-04,9,13,µg/mc
Rovereto,PM10,2024-09-04,10,5,µg/mc
Rovereto,PM10,2024-09-04,11,16,µg/mc
Rovereto,PM10,2024-09-04,12,12,µg/mc
Rovereto,PM10,2024-09-04,13,11,µg/mc
Rovereto,PM10,2024-09-04,14,29,µg/mc
Rovereto,PM10,2024-09-04,15,27,µg/mc
Rovereto,PM10,2024-09-04,16,28,µg/mc
Rovereto,PM10,2024-09-04,17,27,µg/mc
Rovereto,PM10,2024-09-04,18,21,µg/mc
Rovereto,PM10,2024-09-04,19,22,µg/mc
Rovereto,PM10,2024-09-04,20,22,µg/mc
Rovereto,PM10,2024-09-04,21,15,µg/mc
Rovereto,PM10,2024-09-04,22,15,µg/mc
Rovereto,PM10,2024-09-04,23,23,µg/mc
Rovereto,PM10,2024-09-04,24,19,µg/mc
Rovereto,PM10,2024-09-05,1,22,µg/mc
Rovereto,PM10,2024-09-05,2,20,µg/mc
Rovereto,PM10,2024-09-05,3,24,µg/mc
Rovereto,PM10,2024-09-05,4,20,µg/mc
Rovereto,PM2.5,2024-09-01,1,19,µg/mc
Rovereto,PM2.5,2024-09-01,2,8,µg/mc
Rovereto,PM2.5,2024-09-01,3,7,µg/mc
Rovereto,PM2.5,2024-09-01,4,7,µg/mc
Rovereto,PM2.5,2024-09-01,5,8,µg/mc
Rovereto,PM2.5,2024-09-01,6,7,µg/mc
Rovereto,PM2.5,2024-09-01,7,5,µg/mc
Rovereto,PM2.5,2024-09-01,8,7,µg/mc
Rovereto,PM2.5,2024-09-01,9,8,µg/mc
Rovereto,PM2.5,2024-09-01,10,7,µg/mc
Rovereto,PM2.5,2024-09-01,11,5,µg/mc
Rovereto,PM2.5,2024-09-01,12,4,µg/mc
Rovereto,PM2.5,2024-09-01,13,7,µg/mc
Rovereto,PM2.5,2024-09-01,14,9,µg/mc
Rovereto,PM2.5,2024-09-01,15,16,µg/mc
Rovereto,PM2.5,2024-09-01,16,28,µg/mc
Rovereto,PM2.5,2024-09-01,17,27,µg/mc
Rovereto,PM2.5,2024-09-01,18,25,µg/mc
Rovereto,PM2.5,2024-09-01,19,30,µg/mc
Rovereto,PM2.5,2024-09-01,20,25,µg/mc
Rovereto,PM2.5,2024-09-01,21,20,µg/mc
Rovereto,PM2.5,2024-09-01,22,15,µg/mc
Rovereto,PM2.5,2024-09-01,23,11,µg/mc
Rovereto,PM2.5,2024-09-01,24,8,µg/mc
Rovereto,PM2.5,2024-09-02,1,7,µg/mc
Rovereto,PM2.5,2024-09-02,2,6,µg/mc
Rovereto,PM2.5,2024-09-02,3,6,µg/mc
Rovereto,PM2.5,2024-09-02,4,6,µg/mc
Rovereto,PM2.5,2024-09-02,5,8,µg/mc
Rovereto,PM2.5,2024-09-02,6,7,µg/mc
Rovereto,PM2.5,2024-09-02,7,5,µg/mc
Rovereto,PM2.5,2024-09-02,8,5,µg/mc
Rovereto,PM2.5,2024-09-02,9,4,µg/mc
Rovereto,PM2.5,2024-09-02,10,5,µg/mc
Rovereto,PM2.5,2024-09-02,11,5,µg/mc
Rovereto,PM2.5,2024-09-02,12,8,µg/mc
Rovereto,PM2.5,2024-09-02,13,7,µg/mc
Rovereto,PM2.5,2024-09-02,14,6,µg/mc
Rovereto,PM2.5,2024-09-02,15,13,µg/mc
Rovereto,PM2.5,2024-09-02,16,17,µg/mc
Rovereto,PM2.5,2024-09-02,17,11,µg/mc
Rovereto,PM2.5,2024-09-02,18,13,µg/mc
Rovereto,PM2.5,2024-09-02,19,17,µg/mc
Rovereto,PM2.5,2024-09-02,20,19,µg/mc
Rovereto,PM2.5,2024-09-02,21,20,µg/mc
Rovereto,PM2.5,2024-09-02,22,20,µg/mc
Rovereto,PM2.5,2024-09-02,23,17,µg/mc
Rovereto,PM2.5,2024-09-02,24,19,µg/mc
Rovereto,PM2.5,2024-09-03,1,18,µg/mc
Rovereto,PM2.5,2024-09-03,2,17,µg/mc
Rovereto,PM2.5,2024-09-03,3,17,µg/mc
Rovereto,PM2.5,2024-09-03,4,17,µg/mc
Rovereto,PM2.5,2024-09-03,5,15,µg/mc
Rovereto,PM2.5,2024-09-03,6,11,µg/mc
Rovereto,PM2.5,2024-09-03,7,10,µg/mc
Rovereto,PM2.5,2024-09-03,8,7,µg/mc
Rovereto,PM2.5,2024-09-03,9,3,µg/mc
Rovereto,PM2.5,2024-09-03,10,2,µg/mc
Rovereto,PM2.5,2024-09-03,11,2,µg/mc
Rovereto,PM2.5,2024-09-03,12,2,µg/mc
Rovereto,PM2.5,2024-09-03,13,3,µg/mc
Rovereto,PM2.5,2024-09-03,14,5,µg/mc
Rovereto,PM2.5,2024-09-03,15,6,µg/mc
Rovereto,PM2.5,2024-09-03,16,8,µg/mc
Rovereto,PM2.5,2024-09-03,17,9,µg/mc
Rovereto,PM2.5,2024-09-03,18,12,µg/mc
Rovereto,PM2.5,2024-09-03,19,11,µg/mc
Rovereto,PM2.5,2024-09-03,20,13,µg/mc
