Municipality,ISTAT Code,Cadastral Code,Year of Construction,Climate Zone,Winter Energy,Sanitary Energy,Global Energy Location,Non-Renewable Global Energy Performance,Renewable Global Energy Performance,Degree Days,CO2 Emission,ID
Fierozzo,22085,150,2012,F,39.82,12.98,68.27,0.0,0.0,4149,0.0,2616
Sporminore,22181,362,2007,F,70.7,26.5,114.5,0.0,0.0,3194,19.6,2617
Garniga Terme,22091,162,1970,F,235.3,22.87,343.39,0.0,0.0,3654,69.67,2618
Luserna,22109,201,2012,F,32.9,1.04,58.03,0.0,0.0,4470,6.9,2619
Cinte Tesino,22059,102,1952,F,108.21,30.37,184.19,0.0,0.0,3718,27.97,2620
Cinte Tesino,22059,102,1952,F,146.3,36.8,240.94,0.0,0.0,3718,28.46,2621
Sfruz,22173,352,1978,F,181.33,34.89,322.3,0.0,0.0,3974,58.07,2622
Cimone,22058,101,1963,F,47.01,9.16,65.34,0.0,0.0,3218,0.57,2623
Telve di Sopra,22189,381,2006,F,83.03,48.55,189.25,0.0,0.0,3405,26.32,2624
Telve di Sopra,22189,381,2006,F,104.34,48.81,220.1,0.0,0.0,3405,30.63,2625
Telve di Sopra,22189,381,2006,F,110.42,45.93,223.35,0.0,0.0,3405,31.27,2626
PalÃ¹ del Fersina,22133,263,2006,F,423.07,46.36,707.55,0.0,0.0,4512,94.84,2627
PalÃ¹ del Fersina,22133,263,2006,F,299.72,46.2,516.68,0.0,0.0,4512,67.13,2628
PalÃ¹ del Fersina,22133,263,2006,F,231.53,47.03,421.38,0.0,0.0,4512,51.8,2629
Cimone,22058,101,1940,F,194.52,30.98,253.93,0.0,0.0,3218,55.94,2630
PalÃ¹ del Fersina,22133,263,2006,F,151.45,45.99,289.79,0.0,0.0,4512,33.82,2631
Sfruz,22173,352,1973,F,104.94,15.53,158.43,0.0,0.0,3974,34.21,2632
Lona-Lases,22108,182,1990,F,193.54,19.96,249.13,0.0,0.0,3388,44.71,2633
Dambel,22071,124,1963,F,272.62,22.59,381.65,0.0,0.0,3562,82.01,2634
Sporminore,22181,362,2008,F,89.2,27.8,136.9,0.0,0.0,3194,24.4,2635
Dambel,22071,124,1950,F,385.0,20.3,511.2,0.0,0.0,3562,141.6,2636
Telve di Sopra,22189,381,1900,F,288.99,49.13,434.99,0.0,0.0,3405,117.0,2637
Ronchi Valsugana,22157,314,1960,F,423.42,50.18,594.92,0.0,0.0,3601,94.38,2638
Terragnolo,22193,390,1920,F,345.19,53.21,433.79,0.0,0.0,3615,92.93,2639
Cinte Tesino,22059,102,1950,F,200.26,22.57,271.45,0.0,0.0,3718,45.6,2640
Cavizzana,22054,89,2003,F,85.4,25.25,140.14,0.0,0.0,3498,28.57,2641
Carzano,22043,74,2012,F,41.0,17.9,66.0,0.0,0.0,3066,11.8,2642
Valfloriana,22209,412,1989,F,202.4,20.56,276.01,0.0,0.0,3721,59.7,2643
Valfloriana,22209,412,1970,F,328.0,0.0,413.96,0.0,0.0,3721,6.3,2644
Carzano,22043,74,1960,F,66.75,18.17,89.33,0.0,0.0,3066,20.4,2645
Garniga Terme,22091,162,2003,F,54.93,23.46,101.95,0.0,0.0,3654,19.29,2646
Ronchi Valsugana,22157,314,2008,F,139.33,26.52,203.45,0.0,0.0,3601,28.54,2647
Carzano,22043,74,1980,F,209.86,24.58,253.85,0.0,0.0,3066,3.28,2648
Valfloriana,22209,412,1900,F,504.11,52.36,698.55,0.0,0.0,3721,111.29,2649
Garniga Terme,22091,162,2012,F,24.16,29.22,90.89,0.0,0.0,3654,10.66,2650
Luserna,22109,201,2012,F,23.95,13.35,60.6,0.0,0.0,4470,7.0,2651
Vignola-Falesina,22216,425,1994,F,199.96,24.83,309.48,0.0,0.0,3926,50.7,2652
Drena,22078,139,1995,F,89.91,0.0,98.26,0.0,0.0,3012,0.0,2653
Drena,22078,139,1995,F,341.39,30.02,390.64,0.0,0.0,3012,0.0,2654
Drena,22078,139,1995,F,293.59,12.4,320.72,0.0,0.0,3012,0.0,2655
Valfloriana,22209,412,1900,F,342.29,41.08,489.21,0.0,0.0,3721,79.85,2656
Ospedaletto,22130,260,2011,E,47.6,9.33,61.97,0.0,0.0,2952,0.14,2657
Cimone,22058,101,2006,F,149.58,19.75,204.5,0.0,0.0,3218,38.17,2658
Cinte Tesino,22059,102,1997,F,19.7,0.0,34.1,0.0,0.0,3718,6.9,2659
Cinte Tesino,22059,102,1965,F,22.0,1.1,35.12,0.0,0.0,3718,7.1,2660
Cinte Tesino,22059,102,1951,F,21.1,0.0,36.0,0.0,0.0,3718,7.2,2661
Carzano,22043,74,2012,F,23.09,9.46,36.92,0.0,0.0,3066,6.5,2662
Sagron Mis,22164,326,2011,F,25.35,23.74,67.8,0.0,0.0,4047,9.8,2663
Drena,22078,139,2012,F,52.17,6.88,66.69,0.0,0.0,3012,14.17,2664
Carzano,22043,74,1994,F,190.79,32.07,236.48,0.0,0.0,3066,44.5,2665
Frassilongo,22090,160,1974,F,287.59,30.47,420.56,0.0,0.0,3720,0.0,2666
Carzano,22043,74,1900,F,131.3,24.74,187.93,0.0,0.0,3066,41.2,2667
Luserna,22109,201,1900,F,224.22,24.0,409.0,0.0,0.0,4470,65.6,2668
Terragnolo,22193,390,1960,F,104.36,69.13,215.38,0.0,0.0,3615,34.8,2669
Telve di Sopra,22189,381,1900,F,56.85,9.3,75.84,0.0,0.0,3405,13.22,2670
Cimone,22058,101,2004,F,56.8,20.1,85.3,0.0,0.0,3218,17.5,2671
Dambel,22071,124,1963,F,279.46,36.52,414.47,0.0,0.0,3562,88.45,2672
Cavizzana,22054,89,2012,F,34.66,14.29,56.81,0.0,0.0,3498,0.54,2673
Carzano,22043,74,2010,F,53.61,5.15,67.9,0.0,0.0,3066,11.74,2674
Cavizzana,22054,89,1972,F,88.14,25.32,137.89,0.0,0.0,3498,33.08,2675
Lona-Lases,22108,182,1900,F,81.44,21.53,128.94,0.0,0.0,3388,20.51,2676
Lona-Lases,22108,182,1900,F,86.04,21.69,135.17,0.0,0.0,3388,21.46,2677
Ronchi Valsugana,22157,314,2011,F,40.55,2.66,60.33,0.0,0.0,3601,9.74,2678
Torcegno,22202,401,1926,F,169.2,22.77,244.2,0.0,0.0,3590,38.36,2679
Torcegno,22202,401,1926,F,160.15,23.4,237.53,0.0,0.0,3590,36.67,2680
Torcegno,22202,401,1926,F,199.79,24.91,296.38,0.0,0.0,3590,44.9,2681
Frassilongo,22090,160,1900,F,63.85,13.75,103.05,0.0,0.0,3720,20.49,2682
Drena,22078,139,2005,F,91.87,13.27,116.0,0.0,0.0,3012,1.94,2683
PalÃ¹ del Fersina,22133,263,1970,F,117.25,16.5,215.11,0.0,0.0,4512,26.52,2684
Bieno,22015,25,1960,F,95.11,19.14,142.01,0.0,0.0,3880,24.54,2685
Ospedaletto,22130,260,1900,E,167.48,35.16,208.7,0.0,0.0,2952,40.07,2686
Carzano,22043,74,1970,F,126.33,14.98,151.74,0.0,0.0,3066,55.94,2687
Bieno,22015,25,1960,F,110.76,31.75,171.94,0.0,0.0,3880,28.39,2688
Livo,22106,292,1995,F,63.48,30.4,109.96,0.0,0.0,3547,24.91,2689
Cis,22060,104,1900,F,171.11,18.2,239.44,0.0,0.0,3381,49.92,2690
Castel Condino,22045,80,1915,F,230.19,32.43,262.63,0.0,0.0,3656,70.14,2691
Bieno,22015,25,1983,F,242.0,35.7,336.3,0.0,0.0,3880,56.0,2692
Castel Condino,22045,80,1985,F,230.19,32.43,262.63,0.0,0.0,3656,70.14,2693
Sagron Mis,22164,326,1970,F,224.2,45.1,269.3,0.0,0.0,4047,6.5,2694
Dambel,22071,124,1950,F,225.16,28.17,395.5,0.0,0.0,3562,1.1,2695
Fierozzo,22085,150,2012,F,35.42,20.66,80.34,0.0,0.0,4149,16.27,2696
Dambel,22071,124,1960,F,210.27,23.82,311.5,0.0,0.0,3562,62.52,2697
Cinte Tesino,22059,102,1900,F,629.95,85.73,914.86,0.0,0.0,3718,183.51,2698
Castel Condino,22045,80,1997,F,234.81,23.23,313.98,0.0,0.0,3656,63.37,2699
Sagron Mis,22164,326,1968,F,125.01,21.94,240.37,0.0,0.0,4047,65.0,2700
Sagron Mis,22164,326,1968,F,138.69,20.45,262.1,0.0,0.0,4047,71.0,2701
Sagron Mis,22164,326,1968,F,141.12,20.59,266.43,0.0,0.0,4047,72.0,2702
Bieno,22015,25,2013,F,43.26,12.7,76.59,0.0,0.0,3880,11.18,2703
Bresimo,22026,45,1970,F,431.76,60.14,627.11,0.0,0.0,4007,126.96,2704
Bondone,22021,397,1960,F,66.05,2.72,93.26,0.0,0.0,3514,15.03,2705
Bondone,22021,397,1960,F,571.6,64.4,672.1,0.0,0.0,3514,124.5,2706
Bondone,22021,397,1960,F,478.4,99.9,600.7,0.0,0.0,3514,110.7,2707
Telve di Sopra,22189,381,1950,F,277.37,23.9,373.62,0.0,0.0,3405,62.41,2708
Frassilongo,22090,160,2012,F,46.97,27.4,97.45,0.0,0.0,3720,1.37,2709
Sagron Mis,22164,326,2011,F,45.62,23.83,91.0,0.0,0.0,4047,15.8,2710
Sagron Mis,22164,326,2011,F,36.47,23.27,77.3,0.0,0.0,4047,13.6,2711
Sagron Mis,22164,326,2011,F,21.75,25.83,61.3,0.0,0.0,4047,10.8,2712
Sagron Mis,22164,326,2011,F,20.39,28.87,62.2,0.0,0.0,4047,11.2,2713
Sagron Mis,22164,326,2011,F,25.61,25.55,64.4,0.0,0.0,4047,11.6,2714
Sagron Mis,22164,326,2011,F,18.69,30.28,61.1,0.0,0.0,4047,11.1,2715
Sagron Mis,22164,326,2011,F,12.92,30.1,53.2,0.0,0.0,4047,8.6,2716
Sagron Mis,22164,326,1971,F,230.58,87.69,454.96,0.0,0.0,4047,63.42,2717
Sagron Mis,22164,326,2011,F,22.32,25.87,62.7,0.0,0.0,4047,10.9,2718
Sagron Mis,22164,326,2011,F,22.92,26.09,66.3,0.0,0.0,4047,11.1,2719
Frassilongo,22090,160,2014,F,37.9,17.3,62.4,0.0,0.0,3720,2.7,2720
Drena,22078,139,2008,F,109.04,41.28,163.31,0.0,0.0,3012,35.34,2721
Terragnolo,22193,390,1900,F,202.56,21.61,303.55,0.0,0.0,3615,44.8,2722
Frassilongo,22090,160,2009,F,57.16,19.37,101.38,0.0,0.0,3720,18.06,2723
Frassilongo,22090,160,2009,F,57.83,18.0,98.24,0.0,0.0,3720,17.89,2724
Luserna,22109,201,1961,F,178.0,39.0,281.0,0.0,0.0,4470,57.0,2725
Cimone,22058,101,1960,F,57.8,0.0,69.3,0.0,0.0,3218,10.6,2726
Cavizzana,22054,89,1800,F,1120.91,77.51,1531.25,0.0,0.0,3498,519.16,2727
Cavizzana,22054,89,1900,F,788.67,21.94,1057.78,0.0,0.0,3498,341.65,2728
Luserna,22109,201,1905,F,446.6,72.95,760.28,0.0,0.0,4470,225.07,2729
Drena,22078,139,1950,F,450.94,60.11,557.7,0.0,0.0,3012,131.36,2730
Drena,22078,139,1950,F,324.35,24.98,380.29,0.0,0.0,3012,93.41,2731
Cis,22060,104,1900,F,460.92,77.2,692.63,0.0,0.0,3381,300.0,2732
Fierozzo,22085,150,1957,F,253.83,94.32,467.0,0.0,0.0,4149,18.8,2733
Cimone,22058,101,2012,F,29.9,25.91,64.41,0.0,0.0,3218,1.32,2734
Frassilongo,22090,160,1971,F,152.98,21.04,232.06,0.0,0.0,3720,2.0,2735
Terragnolo,22193,390,1960,F,311.03,33.08,446.61,0.0,0.0,3615,95.51,2736
Luserna,22109,201,1960,F,60.9,5.97,107.88,0.0,0.0,4470,21.68,2737
Cimone,22058,101,1800,F,281.31,21.6,347.06,0.0,0.0,3218,73.83,2738
Bresimo,22026,45,1970,F,57.9,0.0,90.57,0.0,0.0,4007,8.0,2739
Bresimo,22026,45,1970,F,189.69,59.32,353.31,0.0,0.0,4007,6.1,2740
Drena,22078,139,1980,F,225.79,6.63,232.42,0.0,0.0,3012,39.13,2741
Drena,22078,139,1990,F,89.23,3.23,92.46,0.0,0.0,3012,17.48,2742
Luserna,22109,201,2003,F,64.47,46.04,167.69,0.0,0.0,4470,29.37,2743
Drena,22078,139,1980,F,44.76,4.85,49.61,0.0,0.0,3012,9.19,2744
Drena,22078,139,1970,F,29.15,2.02,31.17,0.0,0.0,3012,5.96,2745
Cavizzana,22054,89,1984,F,134.51,21.5,201.19,0.0,0.0,3498,42.16,2746
Cavizzana,22054,89,1984,F,95.82,21.51,152.15,0.0,0.0,3498,31.68,2747
Cavizzana,22054,89,1984,F,132.56,21.51,202.58,0.0,0.0,3498,41.64,2748
Cavizzana,22054,89,1984,F,122.43,21.84,187.82,0.0,0.0,3498,38.98,2749
Castel Condino,22045,80,1930,F,304.94,21.26,398.56,0.0,0.0,3656,79.29,2750
Castel Condino,22045,80,1900,F,930.77,45.65,1368.11,0.0,0.0,3656,593.0,2751
Frassilongo,22090,160,2013,F,51.05,6.2,75.97,0.0,0.0,3720,12.0,2752
Fierozzo,22085,150,1900,F,375.4,29.05,593.76,0.0,0.0,4149,89.67,2753
Fierozzo,22085,150,1900,F,369.59,28.99,588.61,0.0,0.0,4149,88.28,2754
Bresimo,22026,45,1960,F,178.31,26.77,225.12,0.0,0.0,4007,32.43,2755
Bresimo,22026,45,2008,F,15.4,0.0,29.69,0.0,0.0,4007,0.0,2756
PalÃ¹ del Fersina,22133,263,1800,F,544.07,69.38,849.79,0.0,0.0,4512,157.3,2757
Cimone,22058,101,2007,F,60.5,16.46,97.3,0.0,0.0,3218,19.73,2758
Cis,22060,104,1859,F,217.0,33.8,308.3,0.0,0.0,3381,50.0,2759
Cimone,22058,101,1900,F,124.8,28.5,183.0,0.0,0.0,3218,35.0,2760
Fierozzo,22085,150,1950,F,267.2,87.04,484.4,0.0,0.0,4149,0.6,2761
PalÃ¹ del Fersina,22133,263,1968,F,179.55,26.19,339.55,0.0,0.0,4512,58.2,2762
Luserna,22109,201,2003,F,101.74,28.97,173.98,0.0,0.0,4470,33.85,2763
Luserna,22109,201,2003,F,86.26,31.13,161.26,0.0,0.0,4470,30.97,2764
Luserna,22109,201,2003,F,32.36,26.68,93.35,0.0,0.0,4470,16.4,2765
Cavizzana,22054,89,1850,F,41.59,10.97,70.73,0.0,0.0,3498,16.0,2766
Frassilongo,22090,160,1900,F,46.15,6.64,71.21,0.0,0.0,3720,15.28,2767
Fierozzo,22085,150,2005,F,42.8,6.69,69.65,0.0,0.0,4149,2.35,2768
Fierozzo,22085,150,1900,F,44.56,12.03,82.01,0.0,0.0,4149,0.97,2769
Frassilongo,22090,160,1906,F,196.06,57.38,332.87,0.0,0.0,3720,51.28,2770
Terragnolo,22193,390,1979,F,385.35,77.02,532.99,0.0,0.0,3615,106.54,2771
Vignola-Falesina,22216,426,1985,F,190.21,56.6,337.9,0.0,0.0,3926,101.0,2772
Bresimo,22026,45,1910,F,356.57,54.24,544.8,0.0,0.0,4007,105.33,2773
Bresimo,22026,45,1910,F,139.35,38.39,234.14,0.0,0.0,4007,5.09,2774
PalÃ¹ del Fersina,22133,263,1900,F,251.84,0.0,421.44,0.0,0.0,4512,64.57,2775
Cavizzana,22054,89,1900,F,536.56,38.24,672.33,0.0,0.0,3498,132.2,2776
Vignola-Falesina,22216,426,1971,F,455.93,30.7,567.99,0.0,0.0,3926,97.4,2777
San Lorenzo Dorsino,22231,379,1985,F,228.13,63.58,336.7,0.0,0.0,3381,17.19,2778
San Lorenzo Dorsino,22231,138,1950,F,592.46,53.23,742.57,0.0,0.0,3381,165.56,2779
San Lorenzo Dorsino,22231,331,2014,F,27.64,6.65,50.07,0.0,0.0,3573,9.2,2780
Predaia,22230,407,1994,F,439.06,26.86,582.63,0.0,0.0,3654,121.88,2781
San Lorenzo Dorsino,22231,331,1990,F,108.41,27.94,166.56,0.0,0.0,3573,39.3,2782
San Lorenzo Dorsino,22231,331,1860,F,417.63,37.07,557.11,0.0,0.0,3573,104.58,2783
Predaia,22230,116,2009,F,47.82,16.65,87.8,0.0,0.0,3687,16.89,2784
San Lorenzo Dorsino,22231,379,1993,F,350.55,44.46,459.8,0.0,0.0,3573,109.14,2785
Predaia,22230,126,2015,F,40.49,8.15,59.8,0.0,0.0,3194,9.0,2786
Predaia,22230,354,1992,F,183.0,27.86,270.93,0.0,0.0,3927,59.33,2787
Predaia,22230,354,2015,F,48.01,4.39,92.34,0.0,0.0,3927,34.0,2788
Predaia,22230,421,1980,F,132.63,21.91,217.47,0.0,0.0,3773,34.0,2789
Predaia,22230,375,1712,F,123.14,9.76,153.39,0.0,0.0,3194,27.82,2790
Predaia,22230,116,1958,F,358.46,35.25,467.17,0.0,0.0,3687,78.5,2791
Castel Condino,22045,80,1900,F,259.68,55.22,347.05,0.0,0.0,3656,88.02,2792
San Lorenzo Dorsino,22231,331,1980,F,34.13,0.0,47.74,0.0,0.0,3573,8.07,2793
San Lorenzo Dorsino,22231,331,1980,F,90.49,18.45,133.59,0.0,0.0,3573,27.85,2794
San Lorenzo Dorsino,22231,331,1983,F,76.36,48.77,151.56,0.0,0.0,3573,37.02,2795
Cis,22060,104,1985,F,63.95,20.46,111.01,0.0,0.0,3381,25.11,2796
Castel Condino,22045,80,1973,F,769.99,43.1,1052.86,0.0,0.0,3656,162.0,2797
Predaia,22230,441,1900,F,130.0,26.24,210.35,0.0,0.0,3654,42.7,2798
Predaia,22230,116,1970,F,219.63,35.93,331.72,0.0,0.0,3687,57.4,2799
Predaia,22230,116,1920,F,446.16,50.64,636.89,0.0,0.0,3687,127.38,2800
Predaia,22230,116,1920,F,571.89,51.46,798.75,0.0,0.0,3687,159.83,2801
Predaia,22230,344,2002,F,95.41,20.75,132.15,0.0,0.0,3194,23.21,2802
Predaia,22230,344,1968,F,475.41,21.58,599.92,0.0,0.0,3194,134.24,2803
Vignola-Falesina,22216,425,1920,F,340.62,42.53,552.8,0.0,0.0,3926,76.4,2804
Predaia,22230,380,1980,F,187.3,13.24,284.86,0.0,0.0,3687,51.0,2805
Valdaone,22232,21,1930,F,109.96,16.99,157.09,0.0,0.0,3384,0.0,2806
San Lorenzo Dorsino,22231,331,2006,F,126.52,44.03,209.3,0.0,0.0,3573,49.65,2807
San Lorenzo Dorsino,22231,331,1940,F,761.74,52.3,932.7,0.0,0.0,3573,23.4,2808
Predaia,22230,354,1967,F,122.15,17.86,208.04,0.0,0.0,3927,4.0,2809
Predaia,22230,354,1850,F,487.89,41.18,776.09,0.0,0.0,3927,229.0,2810
Predaia,22230,375,1960,F,188.65,24.63,254.46,0.0,0.0,3194,44.0,2811
Predaia,22230,375,1970,F,255.83,24.7,298.07,0.0,0.0,3194,51.0,2812
Castel Condino,22045,80,1918,F,100.13,4.12,139.01,0.0,0.0,3656,30.36,2813
Predaia,22230,116,1965,F,29.14,0.33,37.28,0.0,0.0,3687,0.0,2814
Vignola-Falesina,22216,145,1850,F,231.76,94.1,435.61,0.0,0.0,3926,36.22,2815
San Lorenzo Dorsino,22231,331,1850,F,49.09,6.69,82.46,0.0,0.0,3573,44.64,2816
San Lorenzo Dorsino,22231,331,1961,F,84.85,46.93,166.69,0.0,0.0,3573,34.78,2817
Castel Condino,22045,80,1915,F,42.95,22.95,65.89,0.0,0.0,3656,15.51,2818
Cis,22060,104,1900,F,191.27,18.42,252.77,0.0,0.0,3381,1.45,2819
San Lorenzo Dorsino,22231,331,1984,F,20.41,0.0,26.3,0.0,0.0,3573,5.45,2820
San Lorenzo Dorsino,22231,331,1970,F,285.06,44.92,442.87,0.0,0.0,3573,139.35,2821
Bresimo,22026,45,1900,F,329.32,56.72,596.13,0.0,0.0,4007,167.0,2822
San Lorenzo Dorsino,22231,331,1900,F,478.1,113.0,702.1,0.0,0.0,3573,104.6,2823
Valdaone,22232,125,2013,F,33.27,6.41,52.44,0.0,0.0,3587,2.7,2824
Vignola-Falesina,22216,425,1950,F,274.49,32.97,405.39,0.0,0.0,3926,62.12,2825
Vignola-Falesina,22216,425,2000,F,173.68,22.42,236.93,0.0,0.0,3926,46.73,2826
San Lorenzo Dorsino,22231,331,1988,F,226.2,64.44,336.0,0.0,0.0,3573,80.4,2827
San Lorenzo Dorsino,22231,331,1950,F,594.51,57.04,792.9,0.0,0.0,3573,167.07,2828
Valdaone,22232,21,1920,F,432.75,45.11,571.07,0.0,0.0,3384,122.53,2829
San Lorenzo Dorsino,22231,138,2000,F,738.39,55.32,883.67,0.0,0.0,3381,203.52,2830
PalÃ¹ del Fersina,22133,263,1950,F,43.98,35.39,128.91,0.0,0.0,4512,15.33,2831
San Lorenzo Dorsino,22231,379,2007,F,89.41,20.64,130.88,0.0,0.0,3381,31.96,2832
Valdaone,22232,125,2015,F,32.83,6.57,52.03,0.0,0.0,3587,0.99,2833
Valdaone,22232,125,2005,F,67.88,36.68,130.22,0.0,0.0,3587,31.77,2834
Cavizzana,22054,89,1900,F,323.94,22.73,456.1,0.0,0.0,3498,80.0,2835
Bresimo,22026,45,1955,F,211.02,52.49,340.36,0.0,0.0,4007,67.57,2836
Frassilongo,22090,160,2001,F,191.09,21.64,293.43,0.0,0.0,3720,49.31,2837
Altopiano della Vigolana,22236,39,1900,F,110.05,25.72,166.8,0.0,0.0,3464,27.13,2838
Dimaro Folgarida,22233,136,1999,F,123.03,14.25,168.85,0.0,0.0,3586,27.74,2839
Primiero San Martino di Castrozza,22245,400,1970,F,233.17,34.92,441.56,0.0,0.0,3561,69.1,2840
Primiero San Martino di Castrozza,22245,353,1915,F,121.93,39.2,200.06,0.0,0.0,3584,0.0,2841
Altopiano della Vigolana,22236,418,1962,F,164.28,31.08,244.21,0.0,0.0,3466,42.1,2842
Primiero San Martino di Castrozza,22245,405,2007,F,230.17,20.49,323.47,0.0,0.0,3555,50.08,2843
Altopiano della Vigolana,22236,433,1900,F,231.53,27.62,332.44,0.0,0.0,3522,52.21,2844
Primiero San Martino di Castrozza,22245,353,1900,F,114.24,71.07,252.89,0.0,0.0,3584,0.3,2845
Vallelaghi,22248,197,2015,E,24.33,21.89,51.57,0.0,0.0,2991,0.7,2846
Pieve di Bono-Prezzo,22234,120,1900,F,275.8,22.5,341.9,0.0,0.0,3193,59.3,2847
Tre Ville,22247,294,1983,F,17.17,0.52,21.5,0.0,0.0,3192,2.0,2848
Primiero San Martino di Castrozza,22245,353,1991,F,142.28,22.02,224.64,0.0,0.0,3584,43.4,2849
Primiero San Martino di Castrozza,22245,353,1990,F,258.62,58.45,441.67,0.0,0.0,3584,83.8,2850
Altavalle,22235,167,1800,F,69.0,14.63,106.91,0.0,0.0,3913,13.47,2851
Dimaro Folgarida,22233,295,2000,F,109.98,50.72,178.12,0.0,0.0,3592,43.12,2852
Dimaro Folgarida,22233,241,2003,F,123.15,52.75,195.57,0.0,0.0,3592,46.98,2853
ContÃ ,22242,391,1950,F,38.47,9.32,59.77,0.0,0.0,3164,10.8,2854
Sella Giudicarie,22246,316,1983,F,238.89,23.45,375.09,0.0,0.0,3704,55.1,2855
Tre Ville,22247,302,1960,F,173.1,23.0,332.8,0.0,0.0,3234,50.4,2856
Amblar-Don,22237,137,1975,F,30.49,8.78,53.6,0.0,0.0,3906,0.0,2857
Madruzzo,22243,183,1900,F,305.28,23.88,370.46,0.0,0.0,3108,67.0,2858
Frassilongo,22090,160,1990,F,63.2,0.0,86.3,0.0,0.0,3720,50.1,2859
Primiero San Martino di Castrozza,22245,353,1921,F,64.52,2.19,111.01,0.0,0.0,3584,29.0,2860
Sella Giudicarie,22246,179,1930,F,258.32,56.1,414.76,0.0,0.0,3533,136.0,2861
Valdaone,22232,21,1945,F,342.34,55.37,477.23,0.0,0.0,3384,15.42,2862
Dimaro Folgarida,22233,241,2011,F,41.57,16.43,99.31,0.0,0.0,3592,13.74,2863
Altopiano della Vigolana,22236,94,1950,F,115.65,59.41,222.76,0.0,0.0,3674,15.23,2864
Altopiano della Vigolana,22236,418,1970,F,162.41,19.94,242.18,0.0,0.0,3466,37.0,2865
Vallelaghi,22248,422,2004,E,127.48,23.28,166.31,0.0,0.0,2991,32.23,2866
Borgo Lares,22239,446,1900,F,337.4,25.9,412.7,0.0,0.0,3319,1.3,2867
Dimaro Folgarida,22233,136,1994,F,47.6,25.9,95.5,0.0,0.0,3586,14.7,2868
Altopiano della Vigolana,22236,418,1900,F,274.81,23.3,387.26,0.0,0.0,3466,60.0,2869
Altopiano della Vigolana,22236,418,1950,F,71.69,0.65,100.42,0.0,0.0,3466,15.0,2870
Sella Giudicarie,22246,316,1920,F,503.98,18.47,708.9,0.0,0.0,3704,140.0,2871
Sella Giudicarie,22246,316,1990,F,145.98,74.61,268.82,0.0,0.0,3704,61.94,2872
Porte di Rendena,22244,431,2013,F,33.1,6.12,49.69,0.0,0.0,3345,7.9,2873
Borgo Lares,22239,29,1976,F,74.43,21.21,116.92,0.0,0.0,3288,26.1,2874
Valdaone,22232,125,1925,F,450.71,53.11,623.35,0.0,0.0,3587,55.12,2875
Dimaro Folgarida,22233,136,1970,F,647.38,56.84,904.92,0.0,0.0,3586,161.97,2876
Madruzzo,22243,183,1900,F,159.36,11.34,199.94,0.0,0.0,3108,39.88,2877
Valdaone,22232,21,1960,F,110.4,78.5,217.9,0.0,0.0,3384,59.2,2878
Sella Giudicarie,22246,42,1967,F,74.3,19.8,108.0,0.0,0.0,3636,18.4,2879
Vallelaghi,22248,422,2006,E,56.0,47.2,107.5,0.0,0.0,2991,17.9,2880
Pieve di Bono-Prezzo,22234,35,1999,F,85.5,23.9,123.7,0.0,0.0,3193,20.7,2881
Dimaro Folgarida,22233,136,1968,F,169.44,37.84,259.1,0.0,0.0,3586,60.11,2882
Pieve di Bono-Prezzo,22234,110,1950,F,280.46,19.13,360.55,0.0,0.0,3193,62.0,2883
Dimaro Folgarida,22233,136,1977,F,114.82,101.38,235.15,0.0,0.0,3586,59.47,2884
Borgo Chiese,22238,115,1850,F,60.76,35.02,107.81,0.0,0.0,3083,23.5,2885
Porte di Rendena,22244,127,1980,F,313.36,36.39,400.78,0.0,0.0,3327,95.17,2886
Sella Giudicarie,22246,42,1920,F,325.38,19.51,467.93,0.0,0.0,3636,80.07,2887
Vallelaghi,22248,262,1988,E,169.52,32.26,209.74,0.0,0.0,2825,41.0,2888
Vallelaghi,22248,262,1988,E,197.27,29.12,235.53,0.0,0.0,2825,46.0,2889
Vallelaghi,22248,262,1988,E,146.55,30.62,184.1,0.0,0.0,2825,36.0,2890
Vallelaghi,22248,262,1988,E,145.24,29.12,181.22,0.0,0.0,2825,36.0,2891
Vallelaghi,22248,262,1988,E,194.8,30.62,234.48,0.0,0.0,2825,46.0,2892
Vallelaghi,22248,262,1988,E,211.42,29.12,250.31,0.0,0.0,2825,49.0,2893
Madruzzo,22243,183,2001,F,157.36,31.29,217.75,0.0,0.0,3108,39.0,2894
Madruzzo,22243,183,2001,F,86.89,31.46,135.06,0.0,0.0,3108,24.0,2895
Madruzzo,22243,183,2001,F,144.77,31.15,202.82,0.0,0.0,3108,36.0,2896
Madruzzo,22243,183,2001,F,57.11,30.76,99.3,0.0,0.0,3108,18.0,2897
Madruzzo,22243,183,2001,F,111.41,23.17,155.3,0.0,0.0,3108,28.0,2898
Altopiano della Vigolana,22236,433,1900,F,269.6,19.66,393.25,0.0,0.0,3522,77.0,2899
Vallelaghi,22248,119,1950,F,328.73,43.48,408.07,0.0,0.0,3102,95.44,2900
Primiero San Martino di Castrozza,22245,405,1970,F,55.26,10.17,88.69,0.0,0.0,3555,0.0,2901
Tre Ville,22247,302,1978,F,167.77,28.69,357.16,0.0,0.0,3234,54.0,2902
Dimaro Folgarida,22233,70,2000,F,130.96,65.43,218.88,0.0,0.0,3586,55.08,2903
Dimaro Folgarida,22233,70,2000,F,72.62,54.96,151.36,0.0,0.0,3586,36.59,2904
