Municipality,ISTAT Code,Cadastral Code,Year of Construction,Climate Zone,Winter Energy,Sanitary Energy,Global Energy Location,Non-Renewable Global Energy Performance,Renewable Global Energy Performance,Degree Days,CO2 Emission,ID
Ala,22001,2,1900,E,216.15,25.48,237.85,0.0,0.0,2672,48.3,295
Nogaredo,22127,339,2007,E,137.8,38.6,177.9,0.0,0.0,2731,35.2,296
Ronzo-Chienis,22135,317,2001,F,57.25,3.75,88.07,0.0,0.0,3837,16.66,297
Avio,22007,36,2003,E,91.0,1.55,90.18,0.0,0.0,2580,19.0,298
Baselga di Pin̬,22009,18,1973,F,109.24,30.14,187.56,0.0,0.0,3790,36.5,299
Nogaredo,22127,339,2007,E,280.2,25.4,308.5,0.0,0.0,2731,61.0,300
Mezzocorona,22116,230,1936,E,141.7,36.1,181.7,0.0,0.0,2835,35.6,301
Ledro,22229,394,1900,F,471.77,62.89,686.04,0.0,0.0,3420,31.46,302
Fai della Paganella,22081,144,1991,F,77.31,25.41,126.72,0.0,0.0,3884,27.3,303
Mezzocorona,22116,230,1936,E,124.4,32.4,160.5,0.0,0.0,2835,31.3,304
Tesero,22196,393,1800,F,135.51,23.52,233.1,0.0,0.0,4028,31.77,305
Tesero,22196,393,1800,F,83.29,23.27,170.15,0.0,0.0,4028,21.29,306
Brentonico,22025,44,1609,F,42.04,6.81,52.41,0.0,0.0,3470,12.4,307
Tesero,22196,393,1800,F,116.11,23.65,217.25,0.0,0.0,4028,27.92,308
Borgo Valsugana,22022,37,1990,E,152.93,66.5,227.54,0.0,0.0,2984,43.84,309
Borgo Valsugana,22022,37,1990,E,110.9,79.06,194.81,0.0,0.0,2984,37.95,310
Mori,22123,245,2006,E,183.47,22.41,210.54,0.0,0.0,2713,43.0,311
Ronzo-Chienis,22135,317,2012,F,115.63,19.32,189.87,0.0,0.0,3837,43.2,312
Cles,22062,106,1966,F,23.6,5.62,36.64,0.0,0.0,3265,9.0,313
Brentonico,22025,44,2003,F,14.43,45.53,67.37,0.0,0.0,3470,12.29,314
Vermiglio,22213,420,1970,F,97.59,17.18,197.02,0.0,0.0,4358,0.07,315
Baselga di Pin̬,22009,18,1964,F,159.32,54.88,260.94,0.0,0.0,3790,56.06,316
Albiano,22002,3,2007,F,106.3,29.2,165.03,0.0,0.0,3395,27.47,317
Cavalese,22050,86,1800,F,190.34,54.53,323.99,0.0,0.0,4028,74.2,318
Baselga di Pin̬,22009,18,1964,F,1457.24,41.49,1931.66,0.0,0.0,3790,344.69,319
Cavalese,22050,86,1800,F,256.49,31.73,383.22,0.0,0.0,4028,124.9,320
Mezzolombardo,22117,232,1991,E,99.6,18.98,121.45,0.0,0.0,2835,25.0,321
Sant'Orsola Terme,22168,334,2007,F,86.5,22.4,124.6,0.0,0.0,3729,21.8,322
Trambileno,22203,404,2013,F,23.06,7.23,38.69,0.0,0.0,3210,4.95,323
Predazzo,22147,290,1983,F,247.43,31.54,388.1,0.0,0.0,4295,55.74,324
Pergine Valsugana,22139,350,1970,F,55.91,26.84,90.49,0.0,0.0,3147,18.79,325
Pomarolo,22144,283,2004,E,111.55,23.27,135.67,0.0,0.0,2716,22.2,326
Pergine Valsugana,22139,374,1850,F,135.3,24.2,167.8,0.0,0.0,3147,31.8,327
Pergine Valsugana,22139,374,1850,F,181.2,25.2,217.6,0.0,0.0,3147,41.1,328
Pergine Valsugana,22139,374,1850,F,113.5,25.9,146.1,0.0,0.0,3147,27.8,329
Pergine Valsugana,22139,273,1991,F,100.7,18.2,124.8,0.0,0.0,3147,23.6,330
Roncegno Terme,22156,312,1997,F,91.48,26.64,138.07,0.0,0.0,3120,31.27,331
Dro,22079,140,1900,E,239.84,24.97,257.79,0.0,0.0,2354,70.82,332
San Michele all'Adige,22167,170,2005,E,137.27,30.86,170.34,0.0,0.0,2849,33.98,333
Ledro,22229,24,2014,F,13.2,2.56,16.99,0.0,0.0,3420,4.71,334
Arco,22006,310,1997,E,143.86,21.57,159.29,0.0,0.0,2380,33.0,335
Pieve Tesino,22142,278,1984,F,163.04,33.11,244.46,0.0,0.0,3706,52.23,336
Tione di Trento,22199,397,1930,F,350.9,39.7,458.8,0.0,0.0,3272,77.7,337
Levico Terme,22104,190,1960,F,199.96,24.61,252.63,0.0,0.0,3075,45.31,338
Volano,22224,442,1740,E,132.18,47.22,180.26,0.0,0.0,2689,36.35,339
Luserna,22109,201,2005,F,165.7,4.77,285.33,0.0,0.0,4470,47.46,340
Levico Terme,22104,190,1960,F,142.48,25.67,191.83,0.0,0.0,3075,33.95,341
Tione di Trento,22199,397,1954,F,123.9,31.4,181.3,0.0,0.0,3272,30.9,342
Levico Terme,22104,190,1960,F,189.39,29.34,249.21,0.0,0.0,3075,44.17,343
Avio,22007,12,1800,E,144.92,24.54,167.41,0.0,0.0,2580,34.47,344
Luserna,22109,201,1940,F,167.31,3.17,291.45,0.0,0.0,4470,46.72,345
Roncegno Terme,22156,312,2008,F,65.73,53.36,137.86,0.0,0.0,3120,29.64,346
Luserna,22109,201,1900,F,128.87,0.0,215.57,0.0,0.0,4470,41.89,347
Pomarolo,22144,282,1980,E,63.76,27.86,92.7,0.0,0.0,2716,18.55,348
Mezzano,22115,229,1975,F,29.76,8.03,45.46,0.0,0.0,3389,0.5,349
Arco,22006,9,1985,E,163.34,10.71,165.14,0.0,0.0,2380,48.1,350
Pergine Valsugana,22139,273,1985,F,134.91,23.33,178.21,0.0,0.0,3147,31.65,351
Canazei,22039,66,1983,F,234.6,21.0,396.9,0.0,0.0,4918,70.6,352
Vermiglio,22213,420,1970,F,47.42,0.0,90.75,0.0,0.0,4358,0.06,353
Villa Lagarina,22222,79,1800,E,213.85,42.82,256.78,0.0,0.0,2675,68.62,354
San Michele all'Adige,22167,170,1998,E,212.38,29.1,245.54,0.0,0.0,2849,48.83,355
Mezzocorona,22116,230,1850,E,52.54,11.79,64.87,0.0,0.0,2835,12.84,356
Luserna,22109,201,1980,F,104.76,24.4,196.16,0.0,0.0,4470,40.46,357
Arco,22006,9,1975,E,147.19,34.56,176.96,0.0,0.0,2380,36.64,358
Volano,22224,442,1900,E,202.28,34.7,237.92,0.0,0.0,2689,48.22,359
Bleggio Superiore,22017,90,1920,F,450.91,61.77,583.33,0.0,0.0,3349,28.03,360
Arco,22006,9,1989,E,105.97,21.24,121.94,0.0,0.0,2380,25.04,361
Mezzolombardo,22117,232,1975,E,85.93,38.65,126.52,0.0,0.0,2835,25.17,362
Luserna,22109,201,1900,F,50.9,1.73,88.52,0.0,0.0,4470,28.54,363
Spiazzo,22179,246,2006,F,102.11,23.81,147.51,0.0,0.0,3405,28.6,364
Volano,22224,442,1960,E,183.89,29.99,215.26,0.0,0.0,2689,43.29,365
Predazzo,22147,290,1979,F,62.39,19.15,134.14,0.0,0.0,4295,0.24,366
Ala,22001,2,2003,E,138.43,21.82,162.86,0.0,0.0,2672,34.0,367
Carisolo,22042,72,1980,F,174.23,63.85,313.63,0.0,0.0,3651,97.0,368
Moena,22118,157,1800,F,513.3,43.4,777.1,0.0,0.0,4238,9.4,369
Borgo Valsugana,22022,37,1854,E,75.34,25.2,107.94,0.0,0.0,2984,20.41,370
Nago-Torbole,22124,248,2000,E,57.96,6.02,61.34,0.0,0.0,2276,12.75,371
Borgo Valsugana,22022,37,2013,E,35.04,11.78,52.56,0.0,0.0,2984,9.0,372
Borgo Valsugana,22022,37,1854,E,66.56,35.86,109.04,0.0,0.0,2984,20.77,373
Arco,22006,258,1990,E,168.57,23.79,186.58,0.0,0.0,2380,39.21,374
Borgo Valsugana,22022,37,1967,E,238.52,22.39,281.8,0.0,0.0,2984,52.9,375
Ala,22001,2,2002,E,79.41,30.36,110.98,0.0,0.0,2672,22.23,376
Pinzolo,22143,280,1983,F,118.7,95.2,305.5,0.0,0.0,3592,46.6,377
Levico Terme,22104,190,1980,F,121.17,17.59,153.26,0.0,0.0,3075,28.1,378
Avio,22007,12,1952,E,234.91,24.44,254.16,0.0,0.0,2580,52.0,379
Ledro,22229,186,1985,F,700.2,71.0,919.0,0.0,0.0,3420,59.4,380
Ledro,22229,194,1950,F,263.2,21.8,339.9,0.0,0.0,3420,56.7,381
Roncegno Terme,22156,312,1850,F,371.38,22.98,425.98,0.0,0.0,3120,79.9,382
Cavalese,22050,86,1974,F,163.71,60.1,280.04,0.0,0.0,4028,71.44,383
Trambileno,22203,404,1980,F,109.39,22.78,151.57,0.0,0.0,3210,30.31,384
Mori,22123,245,1970,E,17.04,25.14,43.12,0.0,0.0,2713,8.49,385
Mezzano,22115,229,1976,F,134.58,9.42,194.29,0.0,0.0,3389,37.7,386
Carisolo,22042,72,1976,F,155.6,20.83,214.92,0.0,0.0,3651,47.23,387
Carisolo,22042,72,1976,F,117.94,21.8,171.42,0.0,0.0,3651,37.4,388
Carisolo,22042,72,1976,F,124.66,20.83,172.26,0.0,0.0,3651,38.94,389
Lavis,22103,185,2005,E,20.27,0.0,20.66,0.0,0.0,2784,4.0,390
Carisolo,22042,72,1984,F,95.0,28.42,161.29,0.0,0.0,3651,32.85,391
Villa Lagarina,22222,436,1890,E,38.46,8.88,48.38,0.0,0.0,2675,7.66,392
Villa Lagarina,22222,436,1890,E,48.24,10.3,59.4,0.0,0.0,2675,9.61,393
Castelnuovo,22049,84,1999,E,53.08,2.76,59.66,0.0,0.0,2934,13.13,394
Castelnuovo,22049,84,1999,E,71.89,2.11,79.03,0.0,0.0,2934,17.42,395
Villa Lagarina,22222,436,1890,E,32.98,10.3,44.43,0.0,0.0,2675,6.57,396
Carisolo,22042,72,1984,F,173.84,28.42,252.15,0.0,0.0,3651,53.86,397
Arco,22006,9,1983,E,145.58,27.95,168.84,0.0,0.0,2380,35.01,398
Croviana,22068,121,1990,F,85.7,62.7,175.2,0.0,0.0,3516,35.2,399
Villa Lagarina,22222,436,1890,E,49.21,10.3,60.36,0.0,0.0,2675,9.8,400
Telve,22188,382,2010,F,33.45,25.65,68.17,0.0,0.0,3249,12.25,401
Villa Lagarina,22222,436,1890,E,33.85,10.3,45.29,0.0,0.0,2675,6.74,402
Telve,22188,382,2010,F,27.64,29.82,65.15,0.0,0.0,3249,11.87,403
Ledro,22229,277,1973,F,66.34,5.21,92.51,0.0,0.0,3420,2.0,404
Moena,22118,157,2012,F,37.22,23.72,84.01,0.0,0.0,4238,7.23,405
Pergine Valsugana,22139,77,2003,F,182.43,37.24,244.43,0.0,0.0,3147,44.8,406
Pergine Valsugana,22139,77,2003,F,226.39,37.01,296.0,0.0,0.0,3147,53.59,407
Mal̩,22110,209,1900,F,237.03,94.58,331.61,0.0,0.0,3542,42.0,408
Mezzolombardo,22117,232,1970,E,183.17,21.19,208.76,0.0,0.0,2835,41.3,409
Cavalese,22050,86,1964,F,250.23,243.14,614.41,0.0,0.0,4028,134.44,410
Cavareno,22051,87,2006,F,101.76,24.58,181.7,0.0,0.0,3909,28.43,411
Sarnonico,22170,338,1977,F,218.28,10.35,316.04,0.0,0.0,3893,46.19,412
Caderzone Terme,22029,49,1930,F,167.52,23.22,248.22,0.0,0.0,3519,51.04,413
Cavedine,22053,177,1940,F,135.49,28.71,191.73,0.0,0.0,3177,32.83,414
Levico Terme,22104,190,1960,F,195.33,22.95,267.36,0.0,0.0,3075,60.0,415
Canazei,22039,66,1975,F,176.1,21.0,314.7,0.0,0.0,4918,54.4,416
Folgaria,22087,154,2001,F,50.7,25.9,112.6,0.0,0.0,4141,15.3,417
Mezzana,22114,228,1975,F,210.08,27.2,343.04,0.0,0.0,3859,63.71,418
Mazzin,22113,223,1989,F,244.9,71.1,457.9,0.0,0.0,4773,24.4,419
Pergine Valsugana,22139,273,1952,F,69.84,27.97,108.47,0.0,0.0,3147,19.82,420
Campitello di Fassa,22036,59,1960,F,288.3,23.1,491.8,0.0,0.0,4892,62.7,421
Campitello di Fassa,22036,59,1960,F,256.6,24.1,452.9,0.0,0.0,4892,56.6,422
Campitello di Fassa,22036,59,1960,F,110.28,0.98,187.04,0.0,0.0,4892,22.36,423
Aldeno,22003,4,2013,E,56.21,25.86,82.69,0.0,0.0,2720,16.4,424
Comano Terme,22228,281,1974,F,49.96,29.81,87.38,0.0,0.0,3180,19.1,425
Aldeno,22003,4,2013,E,66.23,24.77,91.97,0.0,0.0,2720,18.2,426
Mezzano,22115,229,1890,F,186.57,38.8,305.73,0.0,0.0,3389,82.0,427
Soraga di Fassa,22176,356,1900,F,275.9,34.87,479.59,0.0,0.0,4294,65.69,428
Ton,22200,403,1997,F,67.48,24.5,102.48,0.0,0.0,3143,24.55,429
Albiano,22002,3,1980,F,103.96,19.75,155.02,0.0,0.0,3395,25.45,430
Mori,22123,245,1974,E,23.53,0.55,24.52,0.0,0.0,2713,4.7,431
Mori,22123,245,1972,E,284.85,26.42,313.08,0.0,0.0,2713,62.87,432
Bedollo,22011,20,1970,F,409.92,41.49,601.32,0.0,0.0,4043,103.82,433
Avio,22007,12,1965,E,60.5,1.4,61.3,0.0,0.0,2580,12.4,434
Ton,22200,217,2011,F,21.66,27.79,62.1,0.0,0.0,3143,10.11,435
Rumo,22163,324,2000,F,107.34,9.25,158.51,0.0,0.0,3863,31.0,436
Mori,22123,245,2000,E,30.72,30.66,62.76,0.0,0.0,2713,12.47,437
Volano,22224,442,1960,E,203.83,27.0,231.45,0.0,0.0,2689,46.55,438
Nago-Torbole,22124,248,1973,E,131.5,21.26,148.55,0.0,0.0,2276,36.03,439
Calceranica al Lago,22032,53,2008,F,42.53,26.66,75.63,0.0,0.0,3066,13.82,440
Fornace,22089,156,1987,F,205.16,16.24,280.72,0.0,0.0,3545,44.23,441
Ala,22001,2,1996,E,159.54,24.31,183.86,0.0,0.0,2672,36.73,442
Fornace,22089,156,1974,F,402.67,26.83,539.63,0.0,0.0,3545,112.64,443
Ronzone,22159,318,1977,F,187.24,27.04,286.53,0.0,0.0,4082,57.32,444
Fornace,22089,156,1974,F,240.69,23.77,314.05,0.0,0.0,3545,52.83,445
Storo,22183,365,1960,F,184.38,20.69,231.7,0.0,0.0,3029,42.14,446
Luserna,22109,201,1900,F,59.9,2.5,64.5,0.0,0.0,4470,21.44,447
Telve,22188,382,1985,F,45.64,32.06,89.77,0.0,0.0,3249,16.05,448
Tenno,22191,440,2014,F,19.49,15.72,39.36,0.0,0.0,3058,0.76,449
Tenno,22191,440,2014,F,18.56,15.72,38.32,0.0,0.0,3058,0.72,450
Pinzolo,22143,280,1980,F,129.67,23.17,201.38,0.0,0.0,3592,40.87,451
Carzano,22043,74,1985,F,119.73,4.19,142.93,0.0,0.0,3066,25.64,452
Mezzolombardo,22117,232,1981,E,178.3,28.16,187.33,0.0,0.0,2835,41.2,453
Dro,22079,140,1983,E,187.65,41.11,223.71,0.0,0.0,2354,60.86,454
Baselga di Pin̬,22009,18,2014,F,106.73,22.43,176.53,0.0,0.0,3790,38.0,455
Bocenago,22018,28,1955,F,305.8,157.3,557.2,0.0,0.0,3561,96.2,456
Predazzo,22147,290,1969,F,342.1,35.7,520.5,0.0,0.0,4295,75.6,457
Castello-Molina di Fiemme,22047,82,1979,F,83.85,22.98,150.25,0.0,0.0,3750,16.39,458
Isera,22098,174,1978,E,152.58,23.05,180.8,0.0,0.0,2773,37.0,459
Mazzin,22113,223,1990,F,148.0,0.0,183.8,0.0,0.0,4773,29.6,460
San Michele all'Adige,22167,333,2008,E,57.03,20.38,78.83,0.0,0.0,2849,15.0,461
Castello-Molina di Fiemme,22047,82,1992,F,78.99,5.46,120.68,0.0,0.0,3750,22.59,462
Mezzocorona,22116,230,1970,E,93.7,24.9,120.9,0.0,0.0,2835,23.7,463
Mezzocorona,22116,230,1920,E,167.2,30.3,200.7,0.0,0.0,2835,39.5,464
Mori,22123,245,1900,E,76.59,60.1,137.72,0.0,0.0,2713,43.18,465
Novaledo,22129,257,2012,F,44.34,8.78,61.69,0.0,0.0,3026,10.61,466
Mazzin,22113,223,1990,F,118.6,0.0,149.8,0.0,0.0,4773,23.7,467
Storo,22183,128,1920,F,237.8,21.4,296.8,0.0,0.0,3029,68.2,468
Rover̬ della Luna,22160,321,1970,E,188.63,19.4,211.81,0.0,0.0,2888,41.85,469
Pinzolo,22143,280,1986,F,367.18,82.11,509.1,0.0,0.0,3592,134.18,470
Mazzin,22113,223,1960,F,127.5,0.0,166.8,0.0,0.0,4773,105.4,471
Nago-Torbole,22124,248,1979,E,283.9,21.5,290.2,0.0,0.0,2276,60.9,472
Mazzin,22113,223,1960,F,263.2,116.8,456.7,0.0,0.0,4773,75.9,473
Predazzo,22147,290,1965,F,900.9,80.8,1155.2,0.0,0.0,4295,170.2,474
Predazzo,22147,290,1965,F,365.6,18.7,458.0,0.0,0.0,4295,222.3,475
Nago-Torbole,22124,248,1979,E,322.0,21.5,326.6,0.0,0.0,2276,68.6,476
Grigno,22095,168,1960,E,452.45,31.38,499.97,0.0,0.0,2801,2.23,477
Comano Terme,22228,71,2011,F,35.49,23.3,67.14,0.0,0.0,3180,14.28,478
Ledro,22229,395,1850,F,57.3,0.0,79.5,0.0,0.0,3420,0.0,479
Ledro,22229,277,1980,F,191.5,19.7,257.0,0.0,0.0,3420,58.0,480
Avio,22007,12,1800,E,103.41,29.24,131.86,0.0,0.0,2580,26.81,481
Ossana,22131,261,1900,F,207.2,71.8,361.6,0.0,0.0,3955,70.6,482
Arco,22006,310,1980,E,74.27,9.89,84.16,0.0,0.0,2380,14.93,483
Mezzocorona,22116,230,1930,E,43.81,9.52,53.34,0.0,0.0,2835,10.62,484
Predazzo,22147,290,1971,F,129.5,31.05,231.05,0.0,0.0,4295,32.08,485
Mezzocorona,22116,230,1930,E,41.51,11.47,52.98,0.0,0.0,2835,10.55,486
Baselga di Pin̬,22009,18,1960,F,286.74,24.27,393.24,0.0,0.0,3790,83.12,487
Carisolo,22042,72,1960,F,175.4,20.2,255.6,0.0,0.0,3651,48.7,488
Mezzocorona,22116,230,1930,E,40.81,11.44,52.26,0.0,0.0,2835,10.41,489
Carisolo,22042,72,1960,F,157.6,14.5,223.0,0.0,0.0,3651,42.9,490
Avio,22007,12,1995,E,865.82,48.48,1519.86,0.0,0.0,2580,658.0,491
Storo,22183,195,1950,F,68.33,30.69,111.4,0.0,0.0,3029,24.56,492
Storo,22183,365,1975,F,294.3,20.17,349.44,0.0,0.0,3029,64.62,493
Folgaria,22087,154,1976,F,112.01,23.64,203.82,0.0,0.0,4141,27.69,494
Lavis,22103,185,1997,E,41.52,35.25,77.41,0.0,0.0,2784,15.62,495
Villa Lagarina,22222,268,2006,E,126.86,23.29,149.32,0.0,0.0,2675,31.0,496
Cavalese,22050,86,1965,F,81.15,11.64,143.31,0.0,0.0,4028,38.0,497
Cavalese,22050,86,1965,F,131.58,12.23,225.24,0.0,0.0,4028,60.0,498
Villa Lagarina,22222,268,2006,E,85.15,23.29,108.2,0.0,0.0,2675,22.0,499
Ziano di Fiemme,22226,445,1985,F,31.38,3.85,45.69,0.0,0.0,3877,7.04,500
Cavareno,22051,87,1963,F,197.36,37.07,314.09,0.0,0.0,3909,53.92,501
Ledro,22229,238,2009,F,42.4,16.8,73.3,0.0,0.0,3420,0.3,502
Cavareno,22051,87,1963,F,319.07,37.07,456.42,0.0,0.0,3909,81.91,503
Ledro,22229,238,2009,F,42.4,16.8,73.3,0.0,0.0,3420,0.3,504
Cles,22062,106,1975,F,20.39,26.21,54.66,0.0,0.0,3265,10.97,505
Ledro,22229,238,2009,F,42.4,16.8,73.3,0.0,0.0,3420,0.3,506
Nogaredo,22127,253,1970,E,147.5,23.69,172.61,0.0,0.0,2731,34.52,507
Baselga di Pin̬,22009,18,1900,F,87.53,27.99,152.74,0.0,0.0,3790,23.44,508
Telve,22188,382,1996,F,246.48,50.18,353.4,0.0,0.0,3249,153.0,509
Lavis,22103,185,2001,E,148.9,24.1,173.0,0.0,0.0,2784,33.8,510
Telve,22188,382,1930,F,335.83,48.89,457.33,0.0,0.0,3249,198.0,511
Canazei,22039,66,1960,F,34.03,8.48,64.99,0.0,0.0,4918,0.66,512
Comano Terme,22228,281,1974,F,188.67,63.96,272.11,0.0,0.0,3180,72.6,513
Rumo,22163,324,2000,F,106.44,21.59,178.88,0.0,0.0,3863,1.74,514
Rumo,22163,324,2000,F,124.72,28.08,216.17,0.0,0.0,3863,2.24,515
Rumo,22163,324,2000,F,132.16,28.08,220.09,0.0,0.0,3863,2.25,516
Comano Terme,22228,281,1974,F,68.81,37.58,115.02,0.0,0.0,3180,30.2,517
Rumo,22163,324,1974,F,240.11,26.55,377.6,0.0,0.0,3863,4.48,518
Cavedine,22053,369,1996,F,149.96,19.76,201.42,0.0,0.0,3177,34.33,519
Lavis,22103,185,2014,E,10.66,3.19,14.08,0.0,0.0,2784,2.77,520
Mori,22123,265,1800,E,229.33,23.16,255.2,0.0,0.0,2713,66.5,521
Baselga di Pin̬,22009,18,2014,F,122.16,11.33,183.56,0.0,0.0,3790,26.93,522
Arco,22006,9,2003,E,98.12,27.73,122.73,0.0,0.0,2380,25.72,523
Garniga Terme,22091,162,1982,F,84.68,31.27,146.35,0.0,0.0,3654,27.32,524
Mazzin,22113,223,1975,F,77.53,21.5,163.09,0.0,0.0,4773,15.18,525
Comano Terme,22228,71,2011,F,37.98,21.69,68.31,0.0,0.0,3180,14.19,526
Comano Terme,22228,71,2011,F,22.42,23.3,52.23,0.0,0.0,3180,10.96,527
Dro,22079,140,2009,E,48.25,11.19,58.16,0.0,0.0,2354,11.87,528
Comano Terme,22228,141,1900,F,80.73,37.77,134.81,0.0,0.0,3180,36.0,529
Comano Terme,22228,141,1900,F,126.75,37.77,190.13,0.0,0.0,3180,51.0,530
Arco,22006,9,1900,E,90.11,37.6,124.21,0.0,0.0,2380,25.8,531
Comano Terme,22228,141,1900,F,118.25,34.3,176.45,0.0,0.0,3180,47.0,532
Comano Terme,22228,141,1900,F,113.63,24.76,159.83,0.0,0.0,3180,43.0,533
Comano Terme,22228,141,1900,F,112.6,25.4,159.6,0.0,0.0,3180,43.0,534
Spiazzo,22179,151,2006,F,101.91,29.27,164.06,0.0,0.0,3405,44.0,535
Cavalese,22050,86,1965,F,134.1,12.23,229.28,0.0,0.0,4028,61.0,536
Cavalese,22050,86,1800,F,121.12,18.28,196.31,0.0,0.0,4028,4.0,537
Ton,22200,217,1958,F,92.6,10.1,136.5,0.0,0.0,3143,11.0,538
Castelnuovo,22049,84,1900,E,451.26,37.12,516.79,0.0,0.0,2934,129.88,539
Arco,22006,9,2010,E,39.7,17.35,55.04,0.0,0.0,2380,11.39,540
Arco,22006,9,2000,E,134.73,18.55,148.19,0.0,0.0,2380,31.03,541
Lavis,22103,185,1940,E,209.09,15.32,224.0,0.0,0.0,2784,44.8,542
Arco,22006,9,2000,E,141.95,16.08,153.97,0.0,0.0,2380,31.98,543
Denno,22074,131,1800,F,254.56,21.2,302.78,0.0,0.0,3060,73.71,544
Arco,22006,310,2001,E,122.55,20.65,137.43,0.0,0.0,2380,29.81,545
Ledro,22229,277,1996,F,81.79,10.39,122.71,0.0,0.0,3420,33.0,546
Avio,22007,12,1894,E,809.26,45.2,857.28,0.0,0.0,2580,140.23,547
Calceranica al Lago,22032,53,1984,F,110.45,29.98,153.62,0.0,0.0,3066,28.4,548
Ala,22001,2,1995,E,31.32,1.46,33.42,0.0,0.0,2672,6.97,549
Mori,22123,245,1850,E,230.99,26.74,267.61,0.0,0.0,2713,46.08,550
Caldonazzo,22034,55,1996,F,66.72,21.24,95.64,0.0,0.0,3089,17.4,551
Cles,22062,106,1996,F,138.87,27.44,206.94,0.0,0.0,3265,34.85,552
Cavalese,22050,86,1573,F,103.81,29.55,234.24,0.0,0.0,4028,0.15,553
Cavalese,22050,86,1967,F,51.59,39.27,115.0,0.0,0.0,4028,2.23,554
Lavarone,22102,184,1980,F,101.13,3.47,136.81,0.0,0.0,4147,21.06,555
Rabbi,22150,300,1995,F,63.97,26.8,137.84,0.0,0.0,4099,24.18,556
Rabbi,22150,300,1995,F,98.79,26.8,186.19,0.0,0.0,4099,33.45,557
Lavarone,22102,184,1970,F,107.12,43.43,208.45,0.0,0.0,4147,30.26,558
Folgaria,22087,154,1978,F,160.56,55.04,272.01,0.0,0.0,4141,57.3,559
Villa Lagarina,22222,436,2014,E,34.38,8.51,43.73,0.0,0.0,2675,9.0,560
Strembo,22184,370,1974,F,194.5,73.5,324.8,0.0,0.0,3505,70.6,561
Tione di Trento,22199,397,1996,F,75.2,20.2,211.74,0.0,0.0,3272,20.19,562
Ala,22001,2,1983,E,70.37,11.2,83.25,0.0,0.0,2672,17.0,563
Folgaria,22087,154,1975,F,67.08,28.67,136.05,0.0,0.0,4141,27.2,564
Cavalese,22050,86,1900,F,134.19,36.39,220.3,0.0,0.0,4028,1.64,565
Folgaria,22087,154,1989,F,29.06,14.37,70.53,0.0,0.0,4141,7.81,566
Cavalese,22050,86,1970,F,72.1,20.9,178.7,0.0,0.0,4028,0.5,567
Cavalese,22050,86,1966,F,38.3,26.4,102.1,0.0,0.0,4028,0.1,568
Nago-Torbole,22124,248,1980,E,76.7,53.8,130.6,0.0,0.0,2276,22.8,569
Cavalese,22050,86,1980,F,56.1,69.43,148.24,0.0,0.0,4028,30.1,570
Folgaria,22087,154,2011,F,40.53,16.64,88.95,0.0,0.0,4141,12.8,571
Predazzo,22147,290,1985,F,83.4,48.8,194.9,0.0,0.0,4295,26.4,572
Besenello,22013,22,1970,E,75.18,21.6,99.12,0.0,0.0,2734,21.0,573
Cavalese,22050,86,1926,F,119.35,22.5,186.29,0.0,0.0,4028,0.35,574
Pinzolo,22143,280,1979,F,194.44,31.35,372.81,0.0,0.0,3592,101.0,575
Pinzolo,22143,280,1979,F,239.43,32.51,452.98,0.0,0.0,3592,123.0,576
Frassilongo,22090,160,1982,F,145.07,23.53,230.52,0.0,0.0,3720,34.0,577
Folgaria,22087,154,2011,F,17.16,16.0,53.4,0.0,0.0,4141,7.3,578
Lavis,22103,185,1989,E,89.4,27.63,118.68,0.0,0.0,2784,23.61,579
Torcegno,22202,401,2014,F,35.27,11.68,59.77,0.0,0.0,3590,9.9,580
Campitello di Fassa,22036,59,1960,F,203.5,21.6,372.18,0.0,0.0,4892,44.97,581
Ala,22001,2,2007,E,86.41,23.74,111.88,0.0,0.0,2672,22.0,582
Caldes,22033,54,2013,F,33.09,20.89,66.77,0.0,0.0,3326,1.0,583
Frassilongo,22090,160,1996,F,249.17,20.28,384.01,0.0,0.0,3720,54.0,584
Grigno,22095,168,1971,E,177.8,27.9,209.8,0.0,0.0,2801,41.72,585
Caldes,22033,54,2013,F,27.64,21.33,59.64,0.0,0.0,3326,1.0,586
Tione di Trento,22199,397,2004,F,20.5,2.1,28.1,0.0,0.0,3272,21.2,587
Tesero,22196,393,1900,F,199.95,48.66,328.14,0.0,0.0,4028,51.06,588
Bondone,22021,33,1900,F,567.94,67.41,763.15,0.0,0.0,3514,29.0,589
Storo,22183,195,1974,F,197.49,25.15,247.45,0.0,0.0,3029,38.65,590
Tione di Trento,22199,397,1975,F,37.2,0.0,46.7,0.0,0.0,3272,9.63,591
Pinzolo,22143,280,1986,F,357.89,31.53,461.22,0.0,0.0,3592,109.33,592
Capriana,22040,68,1995,F,102.74,37.08,181.44,0.0,0.0,4039,31.34,593
Moena,22118,235,1991,F,158.55,27.83,293.25,0.0,0.0,4238,37.82,594
Levico Terme,22104,190,1990,F,126.74,22.7,168.63,0.0,0.0,3075,30.4,595
Moena,22118,235,2006,F,168.41,27.41,295.7,0.0,0.0,4238,32.85,596
Pellizzano,22137,270,1973,F,275.67,40.72,402.3,0.0,0.0,3834,83.01,597
Besenello,22013,22,2006,E,83.47,27.65,112.04,0.0,0.0,2734,22.55,598
Scurelle,22171,343,1965,E,37.5,1.96,43.53,0.0,0.0,2976,8.08,599
